id,item,open,high,low,close,up_or_down,version_date,mapping,date_number,year_number,month_number,day_number,refresh_date
9434,Au9999,373.5,375.95,373.33,374.7,2.9,2021-04-19,1.0,419,2021,4,19,2023-01-24 16:54:24
9448,Au9999,374.61,374.62,370.5,371.44,-3.26,2021-04-20,-1.0,420,2021,4,20,2023-01-24 16:54:24
9461,Au9999,372.39,375.08,371.0,374.65,3.21,2021-04-21,1.0,421,2021,4,21,2023-01-24 16:54:24
9474,Au9999,374.6,376.79,372.09,375.2,0.55,2021-04-22,1.0,422,2021,4,22,2023-01-24 16:54:24
9487,Au9999,259.75,260.4,259.6,259.85,0.1,2014-07-29,1.0,729,2014,7,29,2023-01-24 16:54:24
9495,Au9999,260.32,260.32,258.31,258.4,-1.45,2014-07-30,-1.0,730,2014,7,30,2023-01-24 16:54:24
9503,Au9999,258.4,258.4,257.0,257.79,-0.61,2014-07-31,-1.0,731,2014,7,31,2023-01-24 16:54:24
9511,Au9999,257.8,257.8,255.2,255.65,-2.14,2014-08-01,-1.0,801,2014,8,1,2023-01-24 16:54:24
9519,Au9999,256.95,258.0,256.95,257.63,1.98,2014-08-04,1.0,804,2014,8,4,2023-01-24 16:54:24
9527,Au9999,257.8,257.8,256.1,256.81,-0.82,2014-08-05,-1.0,805,2014,8,5,2023-01-24 16:54:24
9534,Au9999,256.99,257.0,255.5,256.45,-0.36,2014-08-06,-1.0,806,2014,8,6,2023-01-24 16:54:24
9541,Au9999,256.8,265.5,256.8,258.71,2.26,2014-08-07,1.0,807,2014,8,7,2023-01-24 16:54:24
9548,Au9999,258.7,261.77,258.52,261.1,2.39,2014-08-08,1.0,808,2014,8,8,2023-01-24 16:54:24
9555,Au9999,260.9,260.9,258.75,259.37,-1.73,2014-08-11,-1.0,811,2014,8,11,2023-01-24 16:54:24
9562,Au9999,263.0,263.0,260.5,261.73,-1.53,2014-07-15,-1.0,715,2014,7,15,2023-01-24 16:54:24
9570,Au9999,260.8,262.38,258.11,259.19,-2.54,2014-07-16,-1.0,716,2014,7,16,2023-01-24 16:54:24
9578,Au9999,259.95,261.3,259.2,260.45,1.26,2014-07-17,1.0,717,2014,7,17,2023-01-24 16:54:24
9586,Au9999,260.99,263.74,260.1,261.69,1.24,2014-07-18,1.0,718,2014,7,18,2023-01-24 16:54:24
9594,Au9999,262.8,262.8,260.7,262.6,0.91,2014-07-21,1.0,721,2014,7,21,2023-01-24 16:54:24
9602,Au9999,262.99,262.99,260.3,261.09,-1.51,2014-07-22,-1.0,722,2014,7,22,2023-01-24 16:54:24
9610,Au9999,261.99,262.0,260.6,261.17,0.08,2014-07-23,1.0,723,2014,7,23,2023-01-24 16:54:24
9618,Au9999,261.2,261.85,258.4,258.85,-2.32,2014-07-24,-1.0,724,2014,7,24,2023-01-24 16:54:24
9626,Au9999,259.25,259.3,257.35,257.85,-1.0,2014-07-25,-1.0,725,2014,7,25,2023-01-24 16:54:24
9634,Au9999,257.85,260.15,257.85,259.75,1.9,2014-07-28,1.0,728,2014,7,28,2023-01-24 16:54:24
9642,Au9999,262.8,265.3,262.1,263.99,2.13,2014-07-01,1.0,701,2014,7,1,2023-01-24 16:54:24
9650,Au9999,264.55,264.88,263.85,264.52,0.53,2014-07-02,1.0,702,2014,7,2,2023-01-24 16:54:24
9658,Au9999,264.48,265.0,263.7,263.71,-0.81,2014-07-03,-1.0,703,2014,7,3,2023-01-24 16:54:24
9666,Au9999,263.51,264.11,262.93,263.93,0.22,2014-07-04,1.0,704,2014,7,4,2023-01-24 16:54:24
9674,Au9999,264.5,264.5,261.6,261.7,-2.23,2014-07-07,-1.0,707,2014,7,7,2023-01-24 16:54:24
9682,Au9999,262.49,263.09,261.4,263.0,1.3,2014-07-08,1.0,708,2014,7,8,2023-01-24 16:54:24
9690,Au9999,263.25,263.85,262.0,263.76,0.76,2014-07-09,1.0,709,2014,7,9,2023-01-24 16:54:24
9698,Au9999,263.51,265.0,263.45,264.79,1.03,2014-07-10,1.0,710,2014,7,10,2023-01-24 16:54:24
9706,Au9999,265.5,267.8,265.5,266.89,2.1,2014-07-11,1.0,711,2014,7,11,2023-01-24 16:54:24
9714,Au9999,266.9,267.75,262.75,263.26,-3.63,2014-07-14,-1.0,714,2014,7,14,2023-01-24 16:54:24
9722,Au9999,256.8,256.8,253.5,253.75,-3.04,2014-06-17,-1.0,617,2014,6,17,2023-01-24 16:54:24
9730,Au9999,253.49,254.58,253.33,254.38,0.63,2014-06-18,1.0,618,2014,6,18,2023-01-24 16:54:24
9737,Au9999,254.95,256.74,254.11,255.98,1.6,2014-06-19,1.0,619,2014,6,19,2023-01-24 16:54:24
9745,Au9999,256.88,263.51,256.88,262.5,6.52,2014-06-20,1.0,620,2014,6,20,2023-01-24 16:54:24
9753,Au9999,263.5,264.47,262.1,263.68,1.18,2014-06-23,1.0,623,2014,6,23,2023-01-24 16:54:24
9760,Au9999,263.68,264.1,262.8,263.61,-0.07,2014-06-24,-1.0,624,2014,6,24,2023-01-24 16:54:24
9767,Au9999,264.0,264.8,262.68,262.9,-0.71,2014-06-25,-1.0,625,2014,6,25,2023-01-24 16:54:24
9774,Au9999,263.5,264.6,262.3,262.78,-0.12,2014-06-26,-1.0,626,2014,6,26,2023-01-24 16:54:24
9781,Au9999,263.8,263.8,262.5,263.09,0.31,2014-06-27,1.0,627,2014,6,27,2023-01-24 16:54:24
9788,Au9999,263.75,263.75,261.7,261.86,-1.23,2014-06-30,-1.0,630,2014,6,30,2023-01-24 16:54:24
9796,Au9999,252.8,252.8,250.15,250.9,-1.9,2014-06-03,-1.0,603,2014,6,3,2023-01-24 16:54:24
9804,Au9999,251.19,251.2,250.2,251.0,0.1,2014-06-04,1.0,604,2014,6,4,2023-01-24 16:54:24
9812,Au9999,251.75,251.8,250.31,250.4,-0.6,2014-06-05,-1.0,605,2014,6,5,2023-01-24 16:54:24
9820,Au9999,251.99,252.9,251.5,252.75,2.35,2014-06-06,1.0,606,2014,6,6,2023-01-24 16:54:24
9828,Au9999,252.75,254.5,251.3,252.23,-0.52,2014-06-09,-1.0,609,2014,6,9,2023-01-24 16:54:24
9836,Au9999,252.4,252.4,251.0,251.6,-0.63,2014-06-10,-1.0,610,2014,6,10,2023-01-24 16:54:24
9844,Au9999,252.0,253.0,252.0,252.46,0.86,2014-06-11,1.0,611,2014,6,11,2023-01-24 16:54:24
9852,Au9999,253.15,253.38,252.0,252.0,-0.46,2014-06-12,-1.0,612,2014,6,12,2023-01-24 16:54:24
9860,Au9999,253.47,254.5,252.85,254.35,2.35,2014-06-13,1.0,613,2014,6,13,2023-01-24 16:54:24
9868,Au9999,253.0,256.8,253.0,256.79,2.44,2014-06-16,1.0,616,2014,6,16,2023-01-24 16:54:24
9876,Au9999,259.85,260.9,259.4,260.71,1.02,2014-05-19,1.0,519,2014,5,19,2023-01-24 16:54:24
9883,Au9999,261.49,262.0,259.4,259.8,-0.91,2014-05-20,-1.0,520,2014,5,20,2023-01-24 16:54:24
9890,Au9999,259.85,261.0,259.3,259.85,0.05,2014-05-21,1.0,521,2014,5,21,2023-01-24 16:54:24
9898,Au9999,260.35,260.4,259.3,260.1,0.25,2014-05-22,1.0,522,2014,5,22,2023-01-24 16:54:24
9905,Au9999,260.5,260.5,259.7,260.01,-0.09,2014-05-23,-1.0,523,2014,5,23,2023-01-24 16:54:24
9913,Au9999,260.1,260.1,259.0,259.56,-0.45,2014-05-26,-1.0,526,2014,5,26,2023-01-24 16:54:24
9921,Au9999,259.7,259.75,258.25,258.29,-1.27,2014-05-27,-1.0,527,2014,5,27,2023-01-24 16:54:24
9928,Au9999,258.29,258.29,254.6,254.9,-3.39,2014-05-28,-1.0,528,2014,5,28,2023-01-24 16:54:24
9936,Au9999,255.0,255.1,252.05,252.07,-2.83,2014-05-29,-1.0,529,2014,5,29,2023-01-24 16:54:24
9943,Au9999,254.8,254.8,252.3,252.8,0.73,2014-05-30,1.0,530,2014,5,30,2023-01-24 16:54:24
9951,Au9999,260.59,263.2,260.59,262.84,2.58,2014-05-05,1.0,505,2014,5,5,2023-01-24 16:54:24
9958,Au9999,263.65,263.8,262.6,262.98,0.14,2014-05-06,1.0,506,2014,5,6,2023-01-24 16:54:24
9965,Au9999,263.3,263.3,262.31,262.8,-0.18,2014-05-07,-1.0,507,2014,5,7,2023-01-24 16:54:24
9973,Au9999,262.8,262.8,258.95,259.05,-3.75,2014-05-08,-1.0,508,2014,5,8,2023-01-24 16:54:24
9981,Au9999,259.05,259.38,258.4,259.16,0.11,2014-05-09,1.0,509,2014,5,9,2023-01-24 16:54:24
9989,Au9999,259.48,259.48,258.2,259.1,-0.06,2014-05-12,-1.0,512,2014,5,12,2023-01-24 16:54:24
9997,Au9999,260.8,261.1,259.02,259.49,0.39,2014-05-13,1.0,513,2014,5,13,2023-01-24 16:54:24
10005,Au9999,260.0,260.8,259.45,260.29,0.8,2014-05-14,1.0,514,2014,5,14,2023-01-24 16:54:24
10013,Au9999,261.5,261.55,260.56,261.0,0.71,2014-05-15,1.0,515,2014,5,15,2023-01-24 16:54:24
10021,Au9999,260.6,260.6,259.6,259.69,-1.31,2014-05-16,-1.0,516,2014,5,16,2023-01-24 16:54:24
10029,Au9999,260.5,260.5,259.2,259.3,-0.78,2014-04-17,-1.0,417,2014,4,17,2023-01-24 16:54:24
10036,Au9999,259.3,260.5,258.5,259.33,0.03,2014-04-18,1.0,418,2014,4,18,2023-01-24 16:54:24
10043,Au9999,259.79,259.79,257.0,257.66,-1.67,2014-04-21,-1.0,421,2014,4,21,2023-01-24 16:54:24
10050,Au9999,257.97,258.75,257.4,258.55,0.89,2014-04-22,1.0,422,2014,4,22,2023-01-24 16:54:24
10057,Au9999,258.55,258.55,257.2,257.88,-0.67,2014-04-23,-1.0,423,2014,4,23,2023-01-24 16:54:24
10064,Au9999,258.3,258.5,257.5,257.7,-0.18,2014-04-24,-1.0,424,2014,4,24,2023-01-24 16:54:24
10071,Au9999,257.0,260.15,256.3,259.76,2.06,2014-04-25,1.0,425,2014,4,25,2023-01-24 16:54:24
10078,Au9999,260.42,262.7,260.42,261.89,2.13,2014-04-28,1.0,428,2014,4,28,2023-01-24 16:54:24
10085,Au9999,262.8,262.85,260.0,260.09,-1.8,2014-04-29,-1.0,429,2014,4,29,2023-01-24 16:54:24
10092,Au9999,260.3,261.2,260.12,260.26,0.17,2014-04-30,1.0,430,2014,4,30,2023-01-24 16:54:24
10100,Au9999,256.4,256.4,255.55,256.25,-0.14,2014-04-02,-1.0,402,2014,4,2,2023-01-24 16:54:24
10107,Au9999,256.25,257.7,256.25,257.06,0.81,2014-04-03,1.0,403,2014,4,3,2023-01-24 16:54:24
10114,Au9999,257.06,258.2,255.85,257.64,0.58,2014-04-04,1.0,404,2014,4,4,2023-01-24 16:54:24
10121,Au9999,257.64,261.3,257.58,261.0,3.36,2014-04-08,1.0,408,2014,4,8,2023-01-24 16:54:24
10128,Au9999,261.2,262.0,260.41,261.12,0.12,2014-04-09,1.0,409,2014,4,9,2023-01-24 16:54:24
10135,Au9999,260.5,263.0,259.56,263.0,1.88,2014-04-10,1.0,410,2014,4,10,2023-01-24 16:54:24
10142,Au9999,263.0,263.35,262.3,262.64,-0.36,2014-04-11,-1.0,411,2014,4,11,2023-01-24 16:54:24
10150,Au9999,262.88,265.45,262.58,264.85,2.21,2014-04-14,1.0,414,2014,4,14,2023-01-24 16:54:24
10157,Au9999,264.85,265.99,262.0,262.18,-2.67,2014-04-15,-1.0,415,2014,4,15,2023-01-24 16:54:24
10165,Au9999,261.0,261.0,258.5,260.08,-2.1,2014-04-16,-1.0,416,2014,4,16,2023-01-24 16:54:24
10172,Au9999,269.1,269.27,267.0,268.2,-0.9,2014-03-19,-1.0,319,2014,3,19,2023-01-24 16:54:24
10179,Au9999,268.2,268.2,264.26,265.45,-2.75,2014-03-20,-1.0,320,2014,3,20,2023-01-24 16:54:24
10187,Au9999,265.45,266.3,264.01,265.26,-0.19,2014-03-21,-1.0,321,2014,3,21,2023-01-24 16:54:24
10195,Au9999,265.3,266.9,263.7,263.89,-1.37,2014-03-24,-1.0,324,2014,3,24,2023-01-24 16:54:24
10203,Au9999,263.9,263.9,260.3,261.2,-2.69,2014-03-25,-1.0,325,2014,3,25,2023-01-24 16:54:24
10211,Au9999,261.2,262.0,260.02,262.0,0.8,2014-03-26,1.0,326,2014,3,26,2023-01-24 16:54:24
10219,Au9999,262.0,262.0,258.75,259.51,-2.49,2014-03-27,-1.0,327,2014,3,27,2023-01-24 16:54:24
10227,Au9999,259.51,259.51,257.64,258.5,-1.01,2014-03-28,-1.0,328,2014,3,28,2023-01-24 16:54:24
10235,Au9999,258.5,259.1,257.04,257.8,-0.7,2014-03-31,-1.0,331,2014,3,31,2023-01-24 16:54:24
10242,Au9999,257.9,258.49,255.5,256.39,-1.41,2014-04-01,-1.0,401,2014,4,1,2023-01-24 16:54:24
10250,Au9999,365.0,367.3,364.05,365.68,1.09,2021-03-25,1.0,325,2021,3,25,2023-01-24 16:54:24
10264,Au9999,365.02,368.7,364.21,365.1,-0.58,2021-03-26,-1.0,326,2021,3,26,2023-01-24 16:54:24
10278,Au9999,365.0,366.6,364.6,365.4,0.3,2021-03-29,1.0,329,2021,3,29,2023-01-24 16:54:24
10293,Au9999,366.45,366.45,360.0,360.66,-4.74,2021-03-30,-1.0,330,2021,3,30,2023-01-24 16:54:24
10306,Au9999,358.5,359.0,355.3,356.79,-3.87,2021-03-31,-1.0,331,2021,3,31,2023-01-24 16:54:24
10319,Au9999,356.5,364.56,356.0,364.49,7.7,2021-04-01,1.0,401,2021,4,1,2023-01-24 16:54:24
10332,Au9999,364.1,368.89,363.22,368.04,3.55,2021-04-02,1.0,402,2021,4,2,2023-01-24 16:54:24
10344,Au9999,368.5,368.5,365.8,366.39,-1.65,2021-04-06,-1.0,406,2021,4,6,2023-01-24 16:54:24
10358,Au9999,367.7,368.59,366.9,368.14,1.75,2021-04-07,1.0,407,2021,4,7,2023-01-24 16:54:24
10371,Au9999,366.03,369.49,366.03,369.2,1.06,2021-04-08,1.0,408,2021,4,8,2023-01-24 16:54:24
10384,Au9999,263.5,264.0,262.85,263.08,-0.92,2014-03-05,-1.0,305,2014,3,5,2023-01-24 16:54:24
10392,Au9999,263.01,264.4,262.7,262.99,-0.09,2014-03-06,-1.0,306,2014,3,6,2023-01-24 16:54:24
10400,Au9999,262.99,266.0,262.99,265.27,2.28,2014-03-07,1.0,307,2014,3,7,2023-01-24 16:54:24
10407,Au9999,265.98,265.98,261.1,262.53,-2.74,2014-03-10,-1.0,310,2014,3,10,2023-01-24 16:54:24
10414,Au9999,262.72,264.8,262.72,264.51,1.98,2014-03-11,1.0,311,2014,3,11,2023-01-24 16:54:24
10421,Au9999,264.51,268.9,263.8,267.43,2.92,2014-03-12,1.0,312,2014,3,12,2023-01-24 16:54:24
10428,Au9999,268.0,270.99,268.0,269.76,2.33,2014-03-13,1.0,313,2014,3,13,2023-01-24 16:54:24
10435,Au9999,269.76,271.3,268.8,269.63,-0.13,2014-03-14,-1.0,314,2014,3,14,2023-01-24 16:54:24
10443,Au9999,269.63,273.6,269.63,273.29,3.66,2014-03-17,1.0,317,2014,3,17,2023-01-24 16:54:24
10451,Au9999,273.26,273.26,268.2,269.1,-4.19,2014-03-18,-1.0,318,2014,3,18,2023-01-24 16:54:24
10459,Au9999,258.01,259.15,257.02,258.24,0.23,2014-02-19,1.0,219,2014,2,19,2023-01-24 16:54:24
10467,Au9999,258.58,259.15,256.8,257.49,-0.75,2014-02-20,-1.0,220,2014,2,20,2023-01-24 16:54:24
10474,Au9999,257.5,259.5,257.01,259.29,1.8,2014-02-21,1.0,221,2014,2,21,2023-01-24 16:54:24
10481,Au9999,259.3,260.7,258.9,260.5,1.21,2014-02-24,1.0,224,2014,2,24,2023-01-24 16:54:24
10488,Au9999,260.5,262.45,260.5,262.39,1.89,2014-02-25,1.0,225,2014,2,25,2023-01-24 16:54:24
10496,Au9999,263.0,265.31,262.21,265.22,2.83,2014-02-26,1.0,226,2014,2,26,2023-01-24 16:54:24
10504,Au9999,265.24,265.24,261.0,261.48,-3.74,2014-02-27,-1.0,227,2014,2,27,2023-01-24 16:54:24
10511,Au9999,262.94,263.55,261.52,262.73,1.25,2014-02-28,1.0,228,2014,2,28,2023-01-24 16:54:24
10519,Au9999,263.45,266.4,261.45,266.2,3.47,2014-03-03,1.0,303,2014,3,3,2023-01-24 16:54:24
10526,Au9999,266.2,267.45,263.5,264.0,-2.2,2014-03-04,-1.0,304,2014,3,4,2023-01-24 16:54:24
10534,Au9999,246.98,246.98,245.03,245.94,0.04,2014-01-29,1.0,129,2014,1,29,2023-01-24 16:54:24
10541,Au9999,247.37,247.37,246.15,246.37,0.43,2014-01-30,1.0,130,2014,1,30,2023-01-24 16:54:24
10548,Au9999,247.49,248.5,246.4,248.29,1.92,2014-02-07,1.0,207,2014,2,7,2023-01-24 16:54:24
10555,Au9999,248.85,250.6,247.52,250.39,2.1,2014-02-10,1.0,210,2014,2,10,2023-01-24 16:54:24
10563,Au9999,250.39,251.99,250.0,251.49,1.1,2014-02-11,1.0,211,2014,2,11,2023-01-24 16:54:24
10570,Au9999,251.5,252.6,250.5,252.06,0.57,2014-02-12,1.0,212,2014,2,12,2023-01-24 16:54:24
10577,Au9999,252.06,253.1,252.0,252.1,0.04,2014-02-13,1.0,213,2014,2,13,2023-01-24 16:54:24
10585,Au9999,252.99,256.7,252.51,256.69,4.59,2014-02-14,1.0,214,2014,2,14,2023-01-24 16:54:24
10592,Au9999,258.0,261.5,257.1,259.85,3.16,2014-02-17,1.0,217,2014,2,17,2023-01-24 16:54:24
10599,Au9999,259.87,260.4,257.6,258.01,-1.84,2014-02-18,-1.0,218,2014,2,18,2023-01-24 16:54:24
10607,Au9999,246.34,246.34,243.65,244.16,-2.18,2014-01-15,-1.0,115,2014,1,15,2023-01-24 16:54:24
10614,Au9999,243.85,245.0,242.8,244.49,0.33,2014-01-16,1.0,116,2014,1,16,2023-01-24 16:54:24
10622,Au9999,243.5,245.48,243.5,245.4,0.91,2014-01-17,1.0,117,2014,1,17,2023-01-24 16:54:24
10630,Au9999,245.4,247.2,244.8,246.82,1.42,2014-01-20,1.0,120,2014,1,20,2023-01-24 16:54:24
10637,Au9999,247.44,247.44,245.8,245.8,-1.02,2014-01-21,-1.0,121,2014,1,21,2023-01-24 16:54:24
10644,Au9999,245.8,245.8,243.2,243.87,-1.93,2014-01-22,-1.0,122,2014,1,22,2023-01-24 16:54:24
10652,Au9999,244.25,244.25,242.4,243.27,-0.6,2014-01-23,-1.0,123,2014,1,23,2023-01-24 16:54:24
10659,Au9999,245.0,247.2,244.7,246.89,3.62,2014-01-24,1.0,124,2014,1,24,2023-01-24 16:54:24
