id,item,open,high,low,close,up_or_down,version_date,mapping,date_number,year_number,month_number,day_number,refresh_date
16199,Au9999,321.79,321.79,318.1,319.77,-1.61,2011-06-03,-1.0,603,2011,6,3,2023-01-24 16:54:24
16204,Au9999,321.87,322.25,321.75,322.03,2.26,2011-06-07,1.0,607,2011,6,7,2023-01-24 16:54:24
16210,Au9999,323.0,323.0,321.0,321.0,-1.03,2011-06-08,-1.0,608,2011,6,8,2023-01-24 16:54:24
16216,Au9999,322.5,322.5,319.99,320.71,-0.29,2011-06-09,-1.0,609,2011,6,9,2023-01-24 16:54:24
16222,Au9999,318.0,318.0,312.0,312.53,-5.76,2011-05-12,-1.0,512,2011,5,12,2023-01-24 16:54:24
16228,Au9999,313.0,317.0,312.1,317.0,4.47,2011-05-13,1.0,513,2011,5,13,2023-01-24 16:54:24
16234,Au9999,317.0,317.0,312.7,314.02,-2.98,2011-05-16,-1.0,516,2011,5,16,2023-01-24 16:54:24
16240,Au9999,314.85,315.2,313.4,314.0,-0.02,2011-05-17,-1.0,517,2011,5,17,2023-01-24 16:54:24
16246,Au9999,314.0,314.0,310.6,313.35,-0.65,2011-05-18,-1.0,518,2011,5,18,2023-01-24 16:54:24
16252,Au9999,314.5,314.5,312.5,313.7,0.35,2011-05-19,1.0,519,2011,5,19,2023-01-24 16:54:24
16258,Au9999,314.0,314.19,312.1,314.12,0.42,2011-05-20,1.0,520,2011,5,20,2023-01-24 16:54:24
16265,Au9999,316.5,316.5,315.3,315.5,1.38,2011-05-23,1.0,523,2011,5,23,2023-01-24 16:54:24
16272,Au9999,316.5,318.1,315.81,318.05,2.55,2011-05-24,1.0,524,2011,5,24,2023-01-24 16:54:24
16279,Au9999,318.05,319.2,318.05,318.89,0.84,2011-05-25,1.0,525,2011,5,25,2023-01-24 16:54:24
16285,Au9999,317.5,317.5,314.28,315.74,-0.33,2011-04-27,-1.0,427,2011,4,27,2023-01-24 16:54:24
16291,Au9999,317.45,320.4,315.8,320.17,4.43,2011-04-28,1.0,428,2011,4,28,2023-01-24 16:54:24
16297,Au9999,320.2,321.45,319.5,320.17,0.0,2011-04-29,0.0,429,2011,4,29,2023-01-24 16:54:24
16303,Au9999,316.2,323.9,316.0,322.0,1.83,2011-05-03,1.0,503,2011,5,3,2023-01-24 16:54:24
16309,Au9999,322.0,322.8,320.0,321.67,-0.33,2011-05-04,-1.0,504,2011,5,4,2023-01-24 16:54:24
16315,Au9999,322.5,322.5,316.2,318.12,-3.55,2011-05-05,-1.0,505,2011,5,5,2023-01-24 16:54:24
16321,Au9999,317.01,317.51,311.0,311.39,-6.73,2011-05-06,-1.0,506,2011,5,6,2023-01-24 16:54:24
16327,Au9999,315.0,315.35,313.2,314.92,3.53,2011-05-09,1.0,509,2011,5,9,2023-01-24 16:54:24
16333,Au9999,316.49,316.6,314.75,316.0,1.08,2011-05-10,1.0,510,2011,5,10,2023-01-24 16:54:24
16339,Au9999,316.5,318.88,315.4,318.29,2.29,2011-05-11,1.0,511,2011,5,11,2023-01-24 16:54:24
16345,Au9999,385.99,388.2,384.3,384.75,-2.01,2020-12-09,-1.0,1209,2020,12,9,2023-01-24 16:54:24
16356,Au9999,384.75,385.7,381.0,381.46,-3.29,2020-12-10,-1.0,1210,2020,12,10,2023-01-24 16:54:24
16369,Au9999,378.0,384.1,369.61,381.46,0.0,2020-12-11,0.0,1211,2020,12,11,2023-01-24 16:54:24
16382,Au9999,381.6,383.69,380.45,380.46,-1.0,2020-12-14,-1.0,1214,2020,12,14,2023-01-24 16:54:24
16394,Au9999,380.2,384.09,379.02,383.8,3.34,2020-12-15,1.0,1215,2020,12,15,2023-01-24 16:54:24
16407,Au9999,384.0,386.8,383.5,385.44,1.64,2020-12-16,1.0,1216,2020,12,16,2023-01-24 16:54:24
16421,Au9999,386.75,388.8,384.1,388.7,3.26,2020-12-17,1.0,1217,2020,12,17,2023-01-24 16:54:24
16434,Au9999,389.0,391.89,388.22,390.34,1.64,2020-12-18,1.0,1218,2020,12,18,2023-01-24 16:54:24
16447,Au9999,390.98,397.91,389.43,395.96,5.62,2020-12-21,1.0,1221,2020,12,21,2023-01-24 16:54:24
16460,Au9999,391.3,394.48,390.3,390.32,-5.64,2020-12-22,-1.0,1222,2020,12,22,2023-01-24 16:54:24
16474,Au9999,308.6,308.9,306.0,307.95,0.45,2011-04-13,1.0,413,2011,4,13,2023-01-24 16:54:24
16481,Au9999,308.6,308.6,307.15,308.54,0.59,2011-04-14,1.0,414,2011,4,14,2023-01-24 16:54:24
16487,Au9999,308.54,310.7,307.95,310.22,1.68,2011-04-15,1.0,415,2011,4,15,2023-01-24 16:54:24
16493,Au9999,312.0,312.15,311.5,312.0,1.78,2011-04-18,1.0,418,2011,4,18,2023-01-24 16:54:24
16499,Au9999,312.7,313.65,312.0,313.6,1.6,2011-04-19,1.0,419,2011,4,19,2023-01-24 16:54:24
16505,Au9999,314.0,315.54,312.17,315.39,1.79,2011-04-20,1.0,420,2011,4,20,2023-01-24 16:54:24
16511,Au9999,316.9,316.9,315.1,315.8,0.41,2011-04-21,1.0,421,2011,4,21,2023-01-24 16:54:24
16517,Au9999,318.0,318.0,315.0,317.48,1.68,2011-04-22,1.0,422,2011,4,22,2023-01-24 16:54:24
16523,Au9999,319.2,319.2,317.55,318.9,1.42,2011-04-25,1.0,425,2011,4,25,2023-01-24 16:54:24
16529,Au9999,320.0,320.0,314.9,316.07,-2.83,2011-04-26,-1.0,426,2011,4,26,2023-01-24 16:54:24
16535,Au9999,305.6,305.6,300.2,300.39,-3.59,2011-03-28,-1.0,328,2011,3,28,2023-01-24 16:54:24
16541,Au9999,300.5,301.14,299.5,300.83,0.44,2011-03-29,1.0,329,2011,3,29,2023-01-24 16:54:24
16547,Au9999,300.6,301.8,300.25,301.74,0.91,2011-03-30,1.0,330,2011,3,30,2023-01-24 16:54:24
16553,Au9999,302.5,302.5,300.0,302.16,0.42,2011-03-31,1.0,331,2011,3,31,2023-01-24 16:54:24
16559,Au9999,302.18,303.28,302.18,303.04,0.88,2011-04-01,1.0,401,2011,4,1,2023-01-24 16:54:24
16565,Au9999,306.5,306.55,304.0,306.47,3.43,2011-04-06,1.0,406,2011,4,6,2023-01-24 16:54:24
16571,Au9999,307.0,307.5,306.4,306.54,0.07,2011-04-07,1.0,407,2011,4,7,2023-01-24 16:54:24
16577,Au9999,308.0,309.2,306.6,309.2,2.66,2011-04-08,1.0,408,2011,4,8,2023-01-24 16:54:24
16583,Au9999,309.2,311.5,309.2,310.55,1.35,2011-04-11,1.0,411,2011,4,11,2023-01-24 16:54:24
16589,Au9999,310.55,310.55,307.0,307.5,-3.05,2011-04-12,-1.0,412,2011,4,12,2023-01-24 16:54:24
16595,Au9999,304.0,304.0,301.2,302.68,1.73,2011-03-14,1.0,314,2011,3,14,2023-01-24 16:54:24
16601,Au9999,303.0,303.0,300.2,300.44,-2.24,2011-03-15,-1.0,315,2011,3,15,2023-01-24 16:54:24
16607,Au9999,299.18,299.18,294.6,298.5,-1.94,2011-03-16,-1.0,316,2011,3,16,2023-01-24 16:54:24
16613,Au9999,299.9,299.9,296.5,297.6,-0.9,2011-03-17,-1.0,317,2011,3,17,2023-01-24 16:54:24
16620,Au9999,298.7,301.2,297.7,300.84,3.24,2011-03-18,1.0,318,2011,3,18,2023-01-24 16:54:24
16625,Au9999,302.98,303.65,302.98,303.15,2.31,2011-03-21,1.0,321,2011,3,21,2023-01-24 16:54:24
16631,Au9999,304.4,304.4,302.6,302.8,-0.35,2011-03-22,-1.0,322,2011,3,22,2023-01-24 16:54:24
16637,Au9999,302.8,303.0,301.56,302.8,0.0,2011-03-23,0.0,323,2011,3,23,2023-01-24 16:54:24
16643,Au9999,303.8,304.32,302.75,304.3,1.5,2011-03-24,1.0,324,2011,3,24,2023-01-24 16:54:24
16649,Au9999,304.4,305.34,302.58,303.98,-0.32,2011-03-25,-1.0,325,2011,3,25,2023-01-24 16:54:24
16655,Au9999,299.5,299.7,299.2,299.6,1.28,2011-02-28,1.0,228,2011,2,28,2023-01-24 16:54:24
16661,Au9999,300.0,300.0,298.68,299.79,0.19,2011-03-01,1.0,301,2011,3,1,2023-01-24 16:54:24
16667,Au9999,300.6,302.35,300.0,302.27,2.48,2011-03-02,1.0,302,2011,3,2,2023-01-24 16:54:24
16673,Au9999,303.0,303.5,300.5,301.7,-0.57,2011-03-03,-1.0,303,2011,3,3,2023-01-24 16:54:24
16680,Au9999,300.5,302.6,299.5,299.72,-1.98,2011-03-04,-1.0,304,2011,3,4,2023-01-24 16:54:24
16685,Au9999,303.0,304.18,302.6,304.05,4.33,2011-03-07,1.0,307,2011,3,7,2023-01-24 16:54:24
16691,Au9999,305.5,305.5,301.9,302.02,-2.03,2011-03-08,-1.0,308,2011,3,8,2023-01-24 16:54:24
16697,Au9999,304.82,304.82,301.4,302.05,0.03,2011-03-09,1.0,309,2011,3,9,2023-01-24 16:54:24
16703,Au9999,302.8,303.35,302.0,303.3,1.25,2011-03-10,1.0,310,2011,3,10,2023-01-24 16:54:24
16709,Au9999,303.0,303.0,298.6,300.95,-2.35,2011-03-11,-1.0,311,2011,3,11,2023-01-24 16:54:24
16715,Au9999,290.75,292.97,289.25,290.29,0.01,2011-02-14,1.0,214,2011,2,14,2023-01-24 16:54:24
16721,Au9999,290.28,291.4,289.7,290.95,0.66,2011-02-15,1.0,215,2011,2,15,2023-01-24 16:54:24
16727,Au9999,292.9,292.98,291.8,292.83,1.88,2011-02-16,1.0,216,2011,2,16,2023-01-24 16:54:24
16733,Au9999,293.0,293.48,291.6,293.4,0.57,2011-02-17,1.0,217,2011,2,17,2023-01-24 16:54:24
16739,Au9999,294.5,294.55,293.0,294.1,0.7,2011-02-18,1.0,218,2011,2,18,2023-01-24 16:54:24
16745,Au9999,295.8,297.8,295.8,296.49,2.39,2011-02-21,1.0,221,2011,2,21,2023-01-24 16:54:24
16752,Au9999,297.5,298.13,295.0,296.86,0.37,2011-02-22,1.0,222,2011,2,22,2023-01-24 16:54:24
16758,Au9999,297.91,297.91,296.3,297.3,0.44,2011-02-23,1.0,223,2011,2,23,2023-01-24 16:54:24
16764,Au9999,297.95,299.12,297.1,299.05,1.75,2011-02-24,1.0,224,2011,2,24,2023-01-24 16:54:24
16770,Au9999,299.85,300.0,297.5,298.32,-0.73,2011-02-25,-1.0,225,2011,2,25,2023-01-24 16:54:24
16776,Au9999,291.5,291.99,291.0,291.22,0.21,2011-01-24,1.0,124,2011,1,24,2023-01-24 16:54:24
16783,Au9999,295.0,295.0,287.1,287.3,-3.92,2011-01-25,-1.0,125,2011,1,25,2023-01-24 16:54:24
16789,Au9999,287.99,288.3,285.86,288.2,0.9,2011-01-26,1.0,126,2011,1,26,2023-01-24 16:54:24
16795,Au9999,289.8,289.8,285.5,287.35,-0.85,2011-01-27,-1.0,127,2011,1,27,2023-01-24 16:54:24
16801,Au9999,287.0,287.3,281.2,282.58,-4.77,2011-01-28,-1.0,128,2011,1,28,2023-01-24 16:54:24
16807,Au9999,287.2,289.4,285.25,285.7,3.12,2011-01-31,1.0,131,2011,1,31,2023-01-24 16:54:24
16813,Au9999,286.0,286.0,283.8,285.95,0.25,2011-02-01,1.0,201,2011,2,1,2023-01-24 16:54:24
16819,Au9999,290.99,290.99,289.02,290.0,4.05,2011-02-09,1.0,209,2011,2,9,2023-01-24 16:54:24
16825,Au9999,290.9,291.1,289.71,289.71,-0.29,2011-02-10,-1.0,210,2011,2,10,2023-01-24 16:54:24
16831,Au9999,288.7,290.5,288.12,290.28,0.57,2011-02-11,1.0,211,2011,2,11,2023-01-24 16:54:24
16837,Au9999,297.45,298.7,297.0,298.53,1.64,2011-01-10,1.0,110,2011,1,10,2023-01-24 16:54:24
16844,Au9999,299.0,299.8,297.0,299.79,1.26,2011-01-11,1.0,111,2011,1,11,2023-01-24 16:54:24
16851,Au9999,300.5,301.01,299.2,299.22,-0.57,2011-01-12,-1.0,112,2011,1,12,2023-01-24 16:54:24
16857,Au9999,299.4,299.8,297.8,297.8,-1.42,2011-01-13,-1.0,113,2011,1,13,2023-01-24 16:54:24
16864,Au9999,299.5,299.5,295.7,295.79,-2.01,2011-01-14,-1.0,114,2011,1,14,2023-01-24 16:54:24
16869,Au9999,295.79,295.79,293.1,293.39,-2.4,2011-01-17,-1.0,117,2011,1,17,2023-01-24 16:54:24
16875,Au9999,295.0,296.5,293.3,296.46,3.07,2011-01-18,1.0,118,2011,1,18,2023-01-24 16:54:24
16881,Au9999,296.5,296.85,295.6,295.99,-0.47,2011-01-19,-1.0,119,2011,1,19,2023-01-24 16:54:24
16888,Au9999,296.8,296.8,293.9,293.91,-2.08,2011-01-20,-1.0,120,2011,1,20,2023-01-24 16:54:24
16894,Au9999,293.5,293.5,290.5,291.01,-2.9,2011-01-21,-1.0,121,2011,1,21,2023-01-24 16:54:24
16900,Au9999,298.9,298.9,295.8,298.39,0.32,2010-12-24,1.0,1224,2010,12,24,2023-01-24 16:54:24
16906,Au9999,299.0,299.0,296.01,298.49,0.1,2010-12-27,1.0,1227,2010,12,27,2023-01-24 16:54:24
16913,Au9999,299.0,299.37,298.0,299.0,0.51,2010-12-28,1.0,1228,2010,12,28,2023-01-24 16:54:24
16920,Au9999,299.95,301.3,299.2,301.07,2.07,2010-12-29,1.0,1229,2010,12,29,2023-01-24 16:54:24
16926,Au9999,301.5,302.28,300.0,301.5,0.43,2010-12-30,1.0,1230,2010,12,30,2023-01-24 16:54:24
16932,Au9999,303.0,303.0,300.0,301.8,0.3,2010-12-31,1.0,1231,2010,12,31,2023-01-24 16:54:24
16939,Au9999,303.9,303.9,301.71,302.5,0.7,2011-01-04,1.0,104,2011,1,4,2023-01-24 16:54:24
16946,Au9999,302.5,302.5,296.43,297.68,-4.82,2011-01-05,-1.0,105,2011,1,5,2023-01-24 16:54:24
16953,Au9999,298.5,298.6,294.2,298.57,0.89,2011-01-06,1.0,106,2011,1,6,2023-01-24 16:54:24
16960,Au9999,298.57,298.57,295.85,296.89,-1.68,2011-01-07,-1.0,107,2011,1,7,2023-01-24 16:54:24
16966,Au9999,298.8,299.48,297.01,299.37,0.85,2010-12-10,1.0,1210,2010,12,10,2023-01-24 16:54:24
16972,Au9999,299.37,299.5,297.8,299.5,0.13,2010-12-13,1.0,1213,2010,12,13,2023-01-24 16:54:24
16979,Au9999,300.5,301.8,299.46,301.0,1.5,2010-12-14,1.0,1214,2010,12,14,2023-01-24 16:54:24
16985,Au9999,302.0,302.0,298.62,298.83,-2.17,2010-12-15,-1.0,1215,2010,12,15,2023-01-24 16:54:24
16992,Au9999,300.0,300.0,297.29,298.19,-0.64,2010-12-16,-1.0,1216,2010,12,16,2023-01-24 16:54:24
17000,Au9999,299.0,299.0,295.3,296.81,-1.38,2010-12-17,-1.0,1217,2010,12,17,2023-01-24 16:54:24
17005,Au9999,299.0,299.6,298.0,299.55,2.74,2010-12-20,1.0,1220,2010,12,20,2023-01-24 16:54:24
17011,Au9999,299.6,299.6,297.88,298.8,-0.75,2010-12-21,-1.0,1221,2010,12,21,2023-01-24 16:54:24
17017,Au9999,299.8,300.0,297.61,298.89,0.09,2010-12-22,1.0,1222,2010,12,22,2023-01-24 16:54:24
17024,Au9999,299.9,299.9,297.86,298.07,-0.82,2010-12-23,-1.0,1223,2010,12,23,2023-01-24 16:54:24
17031,Au9999,297.0,297.0,294.44,294.85,-0.73,2010-11-26,-1.0,1126,2010,11,26,2023-01-24 16:54:24
17037,Au9999,295.0,295.0,292.5,294.7,-0.15,2010-11-29,-1.0,1129,2010,11,29,2023-01-24 16:54:24
17043,Au9999,295.3,295.3,293.4,295.08,0.38,2010-11-30,1.0,1130,2010,11,30,2023-01-24 16:54:24
17049,Au9999,297.2,299.9,295.5,299.6,4.52,2010-12-01,1.0,1201,2010,12,1,2023-01-24 16:54:24
17055,Au9999,301.5,301.5,298.33,299.99,0.39,2010-12-02,1.0,1202,2010,12,2,2023-01-24 16:54:24
17062,Au9999,300.45,300.45,294.0,298.99,-1.0,2010-12-03,-1.0,1203,2010,12,3,2023-01-24 16:54:24
17068,Au9999,304.0,304.0,302.7,303.09,4.1,2010-12-06,1.0,1206,2010,12,6,2023-01-24 16:54:24
17074,Au9999,304.0,304.5,302.65,304.33,1.24,2010-12-07,1.0,1207,2010,12,7,2023-01-24 16:54:24
17080,Au9999,306.0,306.0,298.0,298.69,-5.64,2010-12-08,-1.0,1208,2010,12,8,2023-01-24 16:54:24
17086,Au9999,299.0,300.0,296.0,298.52,-0.17,2010-12-09,-1.0,1209,2010,12,9,2023-01-24 16:54:24
17092,Au9999,380.0,381.85,377.7,378.45,-4.91,2020-11-25,-1.0,1125,2020,11,25,2023-01-24 16:54:24
17105,Au9999,379.9,380.7,278.39,378.85,0.4,2020-11-26,1.0,1126,2020,11,26,2023-01-24 16:54:24
17118,Au9999,378.8,379.81,377.5,377.5,-1.35,2020-11-27,-1.0,1127,2020,11,27,2023-01-24 16:54:24
17131,Au9999,377.0,378.0,366.0,370.58,-6.92,2020-11-30,-1.0,1130,2020,11,30,2023-01-24 16:54:24
17145,Au9999,368.5,373.1,367.0,372.99,2.41,2020-12-01,1.0,1201,2020,12,1,2023-01-24 16:54:24
17158,Au9999,374.88,378.5,374.88,378.43,5.44,2020-12-02,1.0,1202,2020,12,2,2023-01-24 16:54:24
17170,Au9999,380.5,382.99,378.2,382.98,4.55,2020-12-03,1.0,1203,2020,12,3,2023-01-24 16:54:24
17182,Au9999,382.6,383.5,379.01,383.38,0.4,2020-12-04,1.0,1204,2020,12,4,2023-01-24 16:54:24
17195,Au9999,383.39,383.39,380.3,382.52,-0.86,2020-12-07,-1.0,1207,2020,12,7,2023-01-24 16:54:24
17208,Au9999,380.33,387.86,380.33,386.76,4.24,2020-12-08,1.0,1208,2020,12,8,2023-01-24 16:54:24
17222,Au9999,302.48,302.79,297.2,298.99,-3.17,2010-11-12,-1.0,1112,2010,11,12,2023-01-24 16:54:24
17228,Au9999,298.0,298.0,293.68,295.2,-3.79,2010-11-15,-1.0,1115,2010,11,15,2023-01-24 16:54:24
17234,Au9999,296.2,296.2,293.05,293.76,-1.44,2010-11-16,-1.0,1116,2010,11,16,2023-01-24 16:54:24
17240,Au9999,294.8,294.8,288.3,289.0,-4.76,2010-11-17,-1.0,1117,2010,11,17,2023-01-24 16:54:24
17246,Au9999,290.5,292.1,289.0,292.09,3.09,2010-11-18,1.0,1118,2010,11,18,2023-01-24 16:54:24
17252,Au9999,292.6,293.0,291.0,292.4,0.31,2010-11-19,1.0,1119,2010,11,19,2023-01-24 16:54:24
17258,Au9999,295.0,295.0,292.0,293.53,1.13,2010-11-22,1.0,1122,2010,11,22,2023-01-24 16:54:24
17265,Au9999,294.0,294.6,291.7,294.57,1.04,2010-11-23,1.0,1123,2010,11,23,2023-01-24 16:54:24
17272,Au9999,294.57,296.85,293.0,296.5,1.93,2010-11-24,1.0,1124,2010,11,24,2023-01-24 16:54:24
17279,Au9999,297.8,297.8,295.0,295.58,-0.92,2010-11-25,-1.0,1125,2010,11,25,2023-01-24 16:54:24
17284,Au9999,288.0,289.4,287.3,289.2,2.77,2010-10-29,1.0,1029,2010,10,29,2023-01-24 16:54:24
17290,Au9999,292.0,293.78,292.0,293.07,3.87,2010-11-01,1.0,1101,2010,11,1,2023-01-24 16:54:24
17296,Au9999,293.99,293.99,292.0,292.38,-0.69,2010-11-02,-1.0,1102,2010,11,2,2023-01-24 16:54:24
17302,Au9999,293.8,293.8,291.4,291.99,-0.39,2010-11-03,-1.0,1103,2010,11,3,2023-01-24 16:54:24
17308,Au9999,292.99,292.99,287.5,292.59,0.6,2010-11-04,1.0,1104,2010,11,4,2023-01-24 16:54:24
17314,Au9999,292.99,298.3,292.99,297.39,4.8,2010-11-05,1.0,1105,2010,11,5,2023-01-24 16:54:24
17320,Au9999,302.45,303.0,298.6,298.89,1.5,2010-11-08,1.0,1108,2010,11,8,2023-01-24 16:54:24
17326,Au9999,299.8,304.0,299.1,303.62,4.73,2010-11-09,1.0,1109,2010,11,9,2023-01-24 16:54:24
17332,Au9999,306.0,306.0,300.0,300.78,-2.84,2010-11-10,-1.0,1110,2010,11,10,2023-01-24 16:54:24
17339,Au9999,300.0,302.3,298.2,302.16,1.38,2010-11-11,1.0,1111,2010,11,11,2023-01-24 16:54:24
17345,Au9999,296.0,296.0,293.83,295.06,-0.93,2010-10-15,-1.0,1015,2010,10,15,2023-01-24 16:54:24
17351,Au9999,295.06,295.06,290.55,290.99,-4.07,2010-10-18,-1.0,1018,2010,10,18,2023-01-24 16:54:24
17357,Au9999,293.0,294.1,292.5,292.62,1.63,2010-10-19,1.0,1019,2010,10,19,2023-01-24 16:54:24
17363,Au9999,292.62,292.62,286.0,287.59,-5.03,2010-10-20,-1.0,1020,2010,10,20,2023-01-24 16:54:24
17369,Au9999,291.3,291.3,286.25,287.65,0.06,2010-10-21,1.0,1021,2010,10,21,2023-01-24 16:54:24
17375,Au9999,289.0,289.0,283.8,283.95,-3.7,2010-10-22,-1.0,1022,2010,10,22,2023-01-24 16:54:24
17381,Au9999,289.0,289.35,287.0,289.13,5.18,2010-10-25,1.0,1025,2010,10,25,2023-01-24 16:54:24
17387,Au9999,291.5,291.5,287.49,287.9,-1.23,2010-10-26,-1.0,1026,2010,10,26,2023-01-24 16:54:24
17393,Au9999,288.9,288.9,286.25,287.13,-0.77,2010-10-27,-1.0,1027,2010,10,27,2023-01-24 16:54:24
17399,Au9999,287.8,287.8,286.2,286.43,-0.7,2010-10-28,-1.0,1028,2010,10,28,2023-01-24 16:54:24
17406,Au9999,282.0,282.0,276.4,276.42,-1.09,2010-09-21,-1.0,921,2010,9,21,2023-01-24 16:54:24
17412,Au9999,280.0,280.5,279.0,280.39,3.97,2010-09-27,1.0,927,2010,9,27,2023-01-24 16:54:24
17418,Au9999,280.5,282.5,278.0,278.22,-2.17,2010-09-28,-1.0,928,2010,9,28,2023-01-24 16:54:24
17424,Au9999,279.0,282.1,278.5,281.95,3.73,2010-09-29,1.0,929,2010,9,29,2023-01-24 16:54:24
17430,Au9999,282.5,282.5,281.56,282.1,0.15,2010-09-30,1.0,930,2010,9,30,2023-01-24 16:54:24
17436,Au9999,287.0,287.0,285.0,285.8,3.7,2010-10-08,1.0,1008,2010,10,8,2023-01-24 16:54:24
17442,Au9999,290.99,290.99,289.12,289.99,4.19,2010-10-11,1.0,1011,2010,10,11,2023-01-24 16:54:24
17448,Au9999,290.0,290.6,288.5,289.86,-0.13,2010-10-12,-1.0,1012,2010,10,12,2023-01-24 16:54:24
17455,Au9999,291.0,291.8,289.0,291.7,1.84,2010-10-13,1.0,1013,2010,10,13,2023-01-24 16:54:24
17461,Au9999,292.5,296.25,291.4,295.99,4.29,2010-10-14,1.0,1014,2010,10,14,2023-01-24 16:54:24
17467,Au9999,275.0,275.0,273.1,273.44,-0.26,2010-09-07,-1.0,907,2010,9,7,2023-01-24 16:54:24
17473,Au9999,275.0,275.6,274.0,275.57,2.13,2010-09-08,1.0,908,2010,9,8,2023-01-24 16:54:24
17479,Au9999,275.57,275.57,274.0,274.14,-1.43,2010-09-09,-1.0,909,2010,9,9,2023-01-24 16:54:24
17486,Au9999,275.0,275.0,271.7,272.3,-1.84,2010-09-10,-1.0,910,2010,9,10,2023-01-24 16:54:24
17491,Au9999,275.0,275.0,271.71,272.39,0.09,2010-09-13,1.0,913,2010,9,13,2023-01-24 16:54:24
17498,Au9999,273.0,273.0,271.1,273.0,0.61,2010-09-14,1.0,914,2010,9,14,2023-01-24 16:54:24
17504,Au9999,275.0,276.17,273.65,276.0,3.0,2010-09-15,1.0,915,2010,9,15,2023-01-24 16:54:24
17510,Au9999,276.0,276.2,275.05,275.2,-0.8,2010-09-16,-1.0,916,2010,9,16,2023-01-24 16:54:24
17517,Au9999,277.0,277.7,275.88,277.55,2.35,2010-09-17,1.0,917,2010,9,17,2023-01-24 16:54:24
17522,Au9999,278.1,278.1,277.0,277.51,-0.04,2010-09-20,-1.0,920,2010,9,20,2023-01-24 16:54:24
17529,Au9999,269.9,269.9,267.17,267.52,-1.73,2010-08-24,-1.0,824,2010,8,24,2023-01-24 16:54:24
17536,Au9999,267.52,269.88,266.0,269.67,2.15,2010-08-25,1.0,825,2010,8,25,2023-01-24 16:54:24
17543,Au9999,270.0,271.9,270.0,271.82,2.15,2010-08-26,1.0,826,2010,8,26,2023-01-24 16:54:24
17548,Au9999,271.0,271.1,270.0,270.01,-1.81,2010-08-27,-1.0,827,2010,8,27,2023-01-24 16:54:24
17556,Au9999,271.0,271.0,270.06,270.96,0.95,2010-08-30,1.0,830,2010,8,30,2023-01-24 16:54:24
17562,Au9999,271.0,271.04,269.51,270.63,-0.33,2010-08-31,-1.0,831,2010,8,31,2023-01-24 16:54:24
17568,Au9999,272.45,274.03,272.0,273.97,3.34,2010-09-01,1.0,901,2010,9,1,2023-01-24 16:54:24
17574,Au9999,275.0,275.0,272.8,273.28,-0.69,2010-09-02,-1.0,902,2010,9,2,2023-01-24 16:54:24
17582,Au9999,274.0,274.1,273.5,273.9,0.62,2010-09-03,1.0,903,2010,9,3,2023-01-24 16:54:24
17587,Au9999,273.5,273.75,273.02,273.7,-0.2,2010-09-06,-1.0,906,2010,9,6,2023-01-24 16:54:24
17594,Au9999,263.5,263.5,261.7,261.78,-1.72,2010-08-10,-1.0,810,2010,8,10,2023-01-24 16:54:24
17600,Au9999,261.78,262.87,260.49,261.82,0.04,2010-08-11,1.0,811,2010,8,11,2023-01-24 16:54:24
17606,Au9999,263.8,263.8,261.05,262.62,0.8,2010-08-12,1.0,812,2010,8,12,2023-01-24 16:54:24
17611,Au9999,263.45,265.98,263.45,265.9,3.28,2010-08-13,1.0,813,2010,8,13,2023-01-24 16:54:24
17617,Au9999,265.65,267.0,265.61,266.86,0.96,2010-08-16,1.0,816,2010,8,16,2023-01-24 16:54:24
17623,Au9999,268.0,268.0,266.8,266.8,-1.2,2010-08-18,-1.0,818,2010,8,18,2023-01-24 16:54:24
17629,Au9999,267.2,269.0,265.92,268.79,1.99,2010-08-19,1.0,819,2010,8,19,2023-01-24 16:54:24
17635,Au9999,269.5,269.6,268.6,268.82,0.03,2010-08-20,1.0,820,2010,8,20,2023-01-24 16:54:24
17642,Au9999,270.0,270.0,268.39,269.25,0.43,2010-08-23,1.0,823,2010,8,23,2023-01-24 16:54:24
17647,Au9999,260.0,260.0,255.1,255.8,-3.7,2010-07-28,-1.0,728,2010,7,28,2023-01-24 16:54:24
17655,Au9999,257.4,257.4,254.25,255.8,0.0,2010-07-29,0.0,729,2010,7,29,2023-01-24 16:54:24
17661,Au9999,257.4,257.4,254.8,255.8,0.0,2010-07-30,0.0,730,2010,7,30,2023-01-24 16:54:24
17667,Au9999,256.9,258.65,256.9,258.39,2.59,2010-08-02,1.0,802,2010,8,2,2023-01-24 16:54:24
17674,Au9999,258.64,259.8,258.0,258.59,0.2,2010-08-03,1.0,803,2010,8,3,2023-01-24 16:54:24
17680,Au9999,259.8,260.9,258.5,260.63,2.04,2010-08-05,1.0,805,2010,8,5,2023-01-24 16:54:24
17687,Au9999,262.7,262.7,260.0,261.31,0.53,2010-08-06,1.0,806,2010,8,6,2023-01-24 16:54:24
17694,Au9999,263.0,263.55,262.38,263.5,2.19,2010-08-09,1.0,809,2010,8,9,2023-01-24 16:54:24
17701,Au9999,264.18,265.01,264.0,264.54,2.66,2010-07-14,1.0,714,2010,7,14,2023-01-24 16:54:24
17709,Au9999,264.54,265.18,263.1,264.03,-0.51,2010-07-15,-1.0,715,2010,7,15,2023-01-24 16:54:24
17716,Au9999,264.5,264.8,263.0,263.6,-0.43,2010-07-16,-1.0,716,2010,7,16,2023-01-24 16:54:24
